0.16750; 505.43151, 46.06868, -148.83140, 0.07615, 60.66885, 0.57377, -0.04869; -0.02790, 0.00000
0.16749; 509.62718, 50.24677, -148.44770, 0.09729, 57.11006, 0.88954, -0.09331; -0.02790, 0.00000
0.16135; 513.60416, 54.19744, -147.99100, 0.12509, 55.46106, 1.12762, -0.04291; -0.03064, 0.88566
0.16197; 518.11446, 58.65836, -147.32540, 0.16543, 56.55460, 1.15000, 0.01355; -0.02822, 1.00000
0.13557; 521.17154, 61.66511, -146.77300, 0.19488, 57.29820, 1.03044, 0.04830; -0.01676, 1.00000
0.17039; 525.82907, 66.21725, -145.78780, 0.23375, 58.21587, 0.69378, 0.08761; -0.00827, 0.83447
0.16466; 530.01886, 70.28677, -144.79110, 0.26082, 58.71900, 0.29809, 0.10831; 0.00222, 0.49193
0.15996; 534.24334, 74.36468, -143.68800, 0.27753, 59.03445, -0.15721, 0.11304; 0.00807, 0.59980
0.19577; 539.53195, 79.45410, -142.25020, 0.28437, 59.26902, -0.46265, 0.02762; 0.00937, 0.94787
0.16882; 543.80386, 83.56223, -141.07870, 0.28204, 60.08973, -0.59441, 0.04292; 0.00237, 0.00000
0.15068; 547.95886, 87.55975, -139.94560, 0.27822, 56.54593, -0.75747, 0.04191; -0.00731, 0.00000
0.17018; 551.38892, 90.85968, -139.00980, 0.27802, 53.50911, -0.88268, 0.03304; -0.01704, 0.00000
0.16150; 555.52330, 94.83041, -137.85810, 0.28596, 49.69148, -0.09510, -0.15391; -0.01704, 0.00000
0.17178; 559.35476, 98.49382, -136.73580, 0.30406, 45.96975, 0.18075, -0.03272; -0.04179, 0.00000
0.18081; 562.89066, 101.84510, -135.60820, 0.33527, 42.33724, 0.04756, 0.03773; -0.05040, 0.00000
0.18446; 566.13832, 104.87960, -134.45100, 0.37758, 38.79974, -0.24860, 0.06979; -0.05790, 0.00000
0.15087; 568.46997, 107.02070, -133.52780, 0.41544, 36.11032, -0.85420, -0.23044; -0.06330, 0.00000
0.16029; 571.22384, 109.49440, -132.31760, 0.46802, 32.73380, -0.53323, -0.06254; -0.07115, 0.00000
0.14534; 573.18022, 111.20520, -131.36860, 0.51067, 30.16773, -0.57364, 0.00879; -0.07115, 0.00000
0.15644; 575.22239, 112.94220, -130.29470, 0.55740, 27.30715, -0.73351, 0.04913; -0.06136, 0.00000
0.15546; 576.84358, 114.28390, -129.38470, 0.59338, 24.86273, -0.92515, -0.18524; -0.05303, 0.00000
0.18025; 578.70627, 115.78630, -128.28360, 0.63092, 21.79138, -0.80747, -0.06366; -0.05793, 0.00000
0.16501; 580.15737, 116.92600, -127.38540, 0.65962, 19.12751, -0.85983, -0.01473; -0.04610, 1.00000
0.14887; 581.56283, 118.00700, -126.48720, 0.68405, 20.36513, -0.94579, 0.00299; -0.04610, 1.00000
0.18423; 583.48571, 119.46050, -125.22830, 0.71067, 22.37342, -1.03569, -0.00564; -0.05420, 1.00000
0.15412; 584.93614, 120.52950, -124.24800, 0.73526, 23.75589, -1.08248, -0.02285; -0.09580, 0.00000
0.16783; 586.52452, 121.65200, -123.12420, 0.77693, 21.01286, -1.12037, -0.04089; -0.12672, 0.00000
0.16607; 588.08005, 122.67650, -121.95370, 0.83561, 18.01327, -1.05424, -0.14692; -0.13171, 0.00000
0.15135; 589.12628, 123.31500, -121.12490, 0.88102, 15.77248, -1.01093, -0.10164; -0.12669, 1.00000
0.15986; 590.50263, 124.09310, -119.98960, 0.94144, 18.01359, -1.01537, -0.06759; -0.10286, 1.00000
0.15708; 591.67533, 124.71020, -118.99240, 0.98763, 19.29248, -1.02689, -0.05656; -0.10286, 1.00000
